Date,Close,High,Low,Open,Volume
2016-08-11,74.66930389404297,74.81841512693212,74.4083467933675,74.55746513661063,6577700
2016-08-12,74.57611083984375,74.63203378083487,74.23128707044702,74.37108375739253,4420400
2016-08-15,75.40559387207031,75.62926437789733,74.57613515517899,74.67865228500744,6290300
2016-08-16,75.31237030029297,75.4055728362143,74.7625123122041,74.94890316333637,6182600
2016-08-17,75.47108459472656,75.48976030239044,75.06031162116307,75.34972098569345,4655400
2016-08-18,74.93892669677734,75.23767385856004,74.6028423721292,74.69619952468115,7453900
2016-08-19,75.12564849853516,75.12564849853516,74.44412774839462,74.6961998965032,8480900
2016-08-22,75.67647552490234,75.69515123278389,74.6495323949808,75.0042924950786,7954500
2016-08-23,75.4337387084961,76.32998026002323,75.4337387084961,75.96588235229954,10007800
2016-08-24,74.95760345458984,75.60177992483355,74.86424630072558,75.43373419880017,5028000
2016-08-25,74.98560333251953,75.17231762392372,74.68685619265665,74.95759690107828,5773700
2016-08-26,75.2190170288086,75.75116071645655,74.84558123756374,75.26569917372494,7932200
2016-08-29,75.49909210205078,75.61111784826875,75.19100705456144,75.19100705456144,4766700
2016-08-30,75.7791519165039,75.79782761979321,75.3590411875147,75.62044405201411,4128700
2016-08-31,75.52709197998047,75.8071634438995,75.34970840027904,75.57376699595314,7386100
2016-09-01,75.9005355834961,76.13393205561916,75.59245053084685,75.75115842244371,6240600
2016-09-02,76.55403137207031,76.69407065887509,76.08723849785036,76.1525892153334,6408900
2016-09-06,77.04887390136719,77.04887390136719,76.3766906457835,76.55407431675643,8140400
2016-09-07,77.7116928100586,77.73036851784654,76.8901397347782,77.00217261341918,9304700
2016-09-08,77.4596176147461,78.07578056001775,77.10485044008865,77.50629263272573,7961100
2016-09-09,75.92854309082031,77.31024623655627,75.92854309082031,76.92747972068037,11563000
2016-09-12,77.4596176147461,77.60898764405346,75.78849812087056,75.93786815017792,9882700
2016-09-13,76.45133972167969,76.96481475491082,76.19927469253533,76.9368083208608,8834300
2016-09-14,76.07793426513672,76.7594552966499,76.04058996397326,76.04992781993842,10999500
2016-09-15,76.56338500976562,76.67541076415175,75.79784482311344,76.01256560081714,10580300
2016-09-16,76.61940002441406,76.79678363740119,76.01256772134369,76.31131494586663,11702000
2016-09-19,77.03018188476562,77.52498131890617,76.76877894768728,76.95549329625871,8361700
2016-09-20,77.00218963623047,77.70237925646182,76.85281243168647,77.45964486042642,6473300
2016-09-21,77.6930160522461,77.72102248828638,76.8061052156998,77.41293744645361,7536200
2016-09-22,77.82373046875,78.2251727385012,77.67435328805374,77.8797433501631,6599400
2016-09-23,77.05817413330078,77.9077335223456,77.03949842826556,77.79570778291237,8283700
2016-09-26,76.37667846679688,76.79679649589387,76.26465269052851,76.69410145251662,8486800
2016-09-27,76.70341491699219,76.9087978157396,76.08724485266615,76.35798559704929,7969500
2016-09-28,77.4596176147461,77.49696190274659,76.49802534749078,76.90879827010701,7974300
2016-09-29,76.47933197021484,77.54361900287515,76.35796840427743,77.22620331225748,5885400
