Date,Close,High,Low,Open,Volume
2016-08-11,68.98736572265625,69.08156448837144,68.49068904292017,68.49068904292017,2408000
2016-08-12,68.69618225097656,69.12435590596056,68.42215137312327,68.67049287702336,2525000
2016-08-15,68.73045349121094,69.03873911976821,68.5677453724132,68.79039755601858,2780400
2016-08-16,68.37075805664062,68.8503169365831,68.37075805664062,68.72186354850189,2158700
2016-08-17,68.60197448730469,68.80749598526855,68.14811151815464,68.64479446052702,2519500
2016-08-18,68.31938934326172,68.83319643759674,68.07104783209392,68.59342022913451,3037200
2016-08-19,67.70282745361328,68.32796396817494,67.46305121243759,68.12244240908329,3745500
2016-08-22,67.89977264404297,68.42214497696455,67.66855523325557,67.9254620155947,3157000
2016-08-23,68.13957977294922,68.482120127184,68.0282569345238,68.23377853369912,3406900
2016-08-24,67.17189025878906,68.4992247714363,66.94923811169141,68.25088324840661,3423000
2016-08-25,66.80364990234375,67.79700930159443,66.62381776627451,67.17187947622197,2800500
2016-08-26,67.00064849853516,67.49733177910817,66.65810807974636,66.83794686300716,2602300
2016-08-29,67.30892181396484,67.42880995842775,66.8379345416931,67.07771083061891,2203300
2016-08-30,66.59815216064453,67.30892225996563,66.47826401538723,67.30892225996563,2025700
2016-08-31,66.58101654052734,66.87217154756033,66.3926190496647,66.70090466500126,2182600
2016-09-01,66.13572692871094,66.79511169510162,65.7674972054655,66.58102479864297,3544700
2016-09-02,65.81029510498047,66.47824501865988,65.46775484495174,66.38404628381667,3943400
2016-09-06,67.23186492919922,67.3945665619957,66.04154205728852,66.04154205728852,5528600
2016-09-07,67.30033874511719,67.55724557739471,67.01774906970648,67.21470531216207,2971400
2016-09-08,68.41361236572266,68.65338865932686,68.00256915766231,68.53350051252475,4405400
2016-09-09,67.00064849853516,68.18241261668575,66.96639380331477,68.18241261668575,4152500
2016-09-12,67.7199478149414,67.89977996861353,66.63238305691894,66.78652583626813,3288900
2016-09-13,67.20613861083984,67.54011353333888,66.78652373208045,67.54011353333888,3149000
2016-09-14,67.04344177246094,67.85696922601419,66.8122243052574,67.36885144719975,2660900
2016-09-15,67.49729919433594,67.70282073302629,66.59813184577126,66.89785865090077,2652300
