Date,Close,High,Low,Open,Volume
2016-08-11,90.08260345458984,90.65385704443096,89.51135689426438,90.47879398651669,9233900
2016-08-12,89.22572326660156,90.12867154864196,89.05988293939588,90.12867154864196,9360300
2016-08-15,89.46527862548828,89.93518062275365,89.29943127524845,89.69562177695943,5299600
2016-08-16,89.26256561279297,89.6034759697297,88.70052782326951,89.24414125570839,5777800
2016-08-17,89.25335693359375,89.34549277802944,88.9308709337973,89.22570985370014,5697300
2016-08-18,89.0506591796875,89.48370540687937,88.95852332974587,89.25336226726793,5250700
2016-08-19,88.81110382080078,89.17965426450091,88.49784051284044,88.82031951500991,6362400
2016-08-22,88.33198547363281,88.88480757629158,88.12928239577124,88.88480757629158,5495300
2016-08-23,88.42412567138672,88.84795620526982,88.26749402333499,88.57154162557813,4996300
2016-08-24,88.28591918945312,88.65446962257644,88.00029594280211,88.46098222682754,5912500
2016-08-25,88.03714752197266,88.28591501058486,87.90815593091233,88.10164331750282,4518700
2016-08-26,87.72386169433594,88.57152257982756,87.30003125159013,88.13848347471635,6019600
2016-08-29,87.41060638427734,87.8252211727052,87.03284030767578,87.59487806146441,7903000
2016-08-30,87.40139770507812,87.79758816938508,87.31847052302973,87.31847052302973,6845000
2016-08-31,87.03285217285156,87.43825835334874,86.75644461938836,87.24477095707005,7375200
2016-09-01,86.84856414794922,87.41060187272923,86.52608521475909,87.28161029945318,6274200
2016-09-02,86.99600219726562,87.49354426192109,86.72880329053314,87.30005685280763,5382000
2016-09-06,86.42474365234375,87.09734164346595,86.01012180800143,87.09734164346595,8463500
2016-09-07,86.3418197631836,86.63665869440459,85.99170072908198,86.59059428517561,6281500
2016-09-08,86.69193267822266,86.80249990569423,85.62314426405388,86.139110599893,7438100
2016-09-09,85.15324401855469,86.36945542674268,85.12560396851859,86.1575436901231,10248400
2016-09-12,86.2773208618164,86.48002393777023,84.72019907791154,84.72941477123155,9367300
2016-09-13,85.41123962402344,85.9640688232721,85.18089646750826,85.72450997223203,7795200
2016-09-14,85.00582885742188,85.58629100206412,84.83076583289666,85.30987644013106,6386500
2016-09-15,85.22695922851562,85.45730236156567,84.01996346077806,84.8768401969048,7559400
2016-09-16,85.28224182128906,85.4480891631085,84.5820037376201,85.01504293560693,10568600
2016-09-19,85.34674072265625,85.9824900610006,85.07954182725813,85.50337940583103,5421500
2016-09-20,85.64157104492188,85.96405704346452,85.39280356296125,85.41122791997101,6200100
2016-09-21,85.1256103515625,85.76135966812063,84.48986103500437,85.68764817615437,12049500
2016-09-22,86.06541442871094,86.3418219797245,85.3559536191284,85.43888080509282,6470700
2016-09-23,85.9364013671875,86.1667444690964,85.68763391011187,85.75212969746582,4407700
2016-09-26,84.72941589355469,85.39280523109464,84.21344953303004,85.1993178458979,10449300
2016-09-27,84.50828552246094,84.93211602238804,84.30558245086227,84.7017729009376,9167400
2016-09-28,84.95055389404297,85.04269678089368,84.287171503519,84.53593902127608,8272300
2016-09-29,84.5820083618164,85.77978853642772,84.33323382072906,84.8952716748714,7476600
2016-09-30,85.55864715576172,86.13910927465038,84.9597536511543,85.02424944214194,8923700
