Date,Close,High,Low,Open,Volume,SPY_Close,SPY_5d_return,SPY_20d_return,SPY_daily_return,future_5d_return,future_20d_return,daily_return,rel_5d_return,rel_20d_return,rel_daily_return,5d_MA,20d_MA,MA_ratio,change,gain,loss,RSI,20d_volatility,10d_volatility,return_10d,return_20d,volume_ratio,close_MA20_ratio,SPY_volatility_20d,return_class_5d,return_class_20d,rel_class_5d,rel_class_20d,SPY_20d_MA,SPY_MA_ratio,stock_5d_return,SPY_5d_return_past,SPY_20d_return_past,rel_5d_performance,rel_20d_performance,outperform_20d,outperform_20d_past,outperform_5d,outperform_5d_past
2021-05-12,283.6099853515625,306.9800109863281,280.7900085449219,299.5400085449219,7214200,377.67303466796875,1.3443157053522297,4.489272834668893,-2.1245357859531246,-20.73621710706128,-21.776376868920654,-6.399344768461221,-22.08053281241351,-26.265649703589546,-4.274808982508096,280.10400390625,298.0465026855469,0.9397996667713726,-19.3900146484375,0.0,19.3900146484375,46.326705169439236,4.409833630519011,5.294385924069465,-0.0484482571139595,-0.13607290603703848,0.7274872436117218,0.9515628695391349,0.8465901566848921,0.0,0.0,0.0,0.0,387.71551513671875,0.9740983270550606,3.886441520718864,-2.487087148040479,-1.467981447086486,6.373528668759343,-12.139309156617362,False,False,False,True
2021-05-13,265.1000061035156,285.0,252.25999450683597,276.4599914550781,11226800,382.20989990234375,1.218667395279591,3.4195968877667284,1.2012679799508548,-11.957756121157189,-15.533763480371418,-6.526561194628579,-13.17642351643678,-18.953360368138146,-7.727829174579433,281.7720031738281,295.1640029907227,0.9546286143255908,-18.509979248046875,0.0,18.509979248046875,41.20186136917304,4.599154901277755,5.64382713336353,-0.1006546935440572,-0.17862120494650469,1.3225044748849841,0.8981447717791251,0.8560546557831702,0.0,1.0,0.0,1.0,387.455143737793,0.9864623197801733,3.248167946988123,-2.097505123869081,-1.3441391501510358,5.345673070857204,-16.517981344499432,False,False,False,True
2021-05-14,258.3699951171875,280.6400146484375,256.3500061035156,280.3699951171875,11751800,388.07879638671875,-0.3936754623850495,2.0836521431965203,1.5355166064182346,-13.167159367031624,-7.458292130605845,-2.538668740618665,-12.773483904646575,-9.541944273802365,-4.0741853470369,280.70599975585935,290.98250274658204,0.9646834332177266,-6.730010986328125,0.0,6.730010986328125,34.01205104733869,4.3175215683904264,5.6224878208683835,-0.1319379706980408,-0.24453217801991955,1.4793470721596795,0.8879227880660683,0.924855668884744,0.0,2.0,0.0,2.0,387.42346649169923,1.00169150800532,-2.021242640542298,-1.3124257848692644,-0.16298554343352478,-0.7088168556730334,-24.29023225855843,False,False,False,False
2021-05-17,248.2400054931641,250.25,238.25,250.0,8828100,387.09136962890625,0.8784149742080902,2.156326645490732,-0.254439759916317,-9.241057820568727,-6.457459887438784,-3.9207298894861236,-10.119472794776817,-8.613786532929517,-3.6662901295698065,271.66399841308595,286.74450302124023,0.9474078685057226,-10.129989624023409,0.0,10.129989624023409,32.3134671591218,4.34787892823412,5.684079471088042,-0.15624889465704306,-0.2545345180385463,1.1296302575740225,0.8657184457857804,0.9197911633742826,1.0,2.0,0.0,2.0,387.43790435791016,0.9991055734993761,-15.406374112525556,-0.5790212039709419,0.07465237178680972,-14.827352908554614,-25.52810417564144,False,False,False,False
2021-05-18,239.0,252.1699981689453,238.5,238.8300018310547,7852100,383.7562561035156,1.529361010105428,2.4688020008071616,-0.8615830233022,1.4267797749411493,-4.581588681272882,-3.7222064488789814,-0.10258123516427875,-7.050390682080043,-2.8606234255767813,258.86399841308594,282.6535026550293,0.9158350983855389,-9.240005493164091,0.0,9.240005493164091,31.226559273989494,4.34969019211886,5.637872907684456,-0.14843584094107132,-0.2550339924452777,1.0751109909256147,0.8455582462450247,0.9257065400070091,3.0,2.0,3.0,2.0,387.4271896362305,0.9905248427810097,-21.122112211221122,-0.5480448340787425,-0.05581012223306869,-20.57406737714238,-25.4475891222947,False,False,False,False
2021-05-19,224.8000030517578,229.0,208.0,212.92999267578125,16766000,382.7501525878906,1.9982686912417256,2.704099527689339,-0.26217253780837657,7.437722861975892,2.6067618019570626,-5.941421317256145,5.439454170734167,-0.0973377257322765,-5.679248779447768,247.102001953125,278.2975021362305,0.8879059282111887,-14.199996948242188,0.0,14.199996948242188,29.199126405159774,4.459652310311808,5.807515966318291,-0.17655676537817655,-0.27930240646825477,2.1954710389268564,0.8077686695934306,0.8998611612529318,4.0,3.0,4.0,3.0,387.18451232910155,0.9885471665316979,-20.736217107061282,1.344315705352228,-1.252192937909291,-22.080532812413512,-26.678047708916186,False,False,True,False
2021-05-20,233.3999938964844,238.8000030517578,226.25999450683597,236.1000061035156,10386900,386.8677673339844,0.9656159167833291,0.24020100209176026,1.075797022745334,5.865468208828627,-1.7609257574250081,3.825618651235754,4.899852292045298,-2.0011267595167683,2.7498216284904204,240.76199951171876,275.2950012207031,0.8745600117842337,8.599990844726591,8.599990844726591,-0.0,31.531730949761467,4.487161686836992,5.8495512408223505,-0.09097996175675493,-0.20463457424626408,1.402426016488487,0.8478177695256021,0.910347089756687,4.0,3.0,4.0,3.0,387.3247131347656,0.998820251367172,-11.957756121157193,1.2186673952795823,0.7300913206125248,-13.176423516436774,-21.19354874523893,False,False,True,False
2021-05-21,224.3500061035156,238.97000122070312,223.8999938964844,235.97000122070312,7554900,386.551025390625,1.2291236792725126,1.7585515308722912,-0.0818734384469747,5.433468620897977,-0.7800311800270449,-3.877458453140569,4.204344941625465,-2.538582710899336,-3.7955850146935943,233.95800170898437,271.9325012207031,0.8603532150763462,-9.049987792968807,0.0,9.049987792968807,30.544723800879297,4.529943975987832,5.781639320989018,-0.14922261767899314,-0.23062413783395752,1.036133490869767,0.8250209338582553,0.8766891342319347,4.0,3.0,4.0,3.0,387.240869140625,0.9982185667759425,-13.167159367031623,-0.3936754623850458,-0.4319318266499783,-12.773483904646577,-22.630481956745776,False,False,True,False
2021-05-24,225.3000030517578,231.0,224.0399932861328,227.27999877929688,10185600,390.49163818359375,0.11930635693592265,1.270183648636292,1.0194288810866834,6.049706808433661,-1.2561037695168409,0.4234441374625527,5.930400451497738,-2.526287418153133,-0.5959847436241307,229.37000122070313,267.9705009460449,0.8559524291328101,0.9499969482422159,0.9499969482422159,-0.0,33.41918803734028,4.352151489639368,3.8053708938321393,-0.23223719993302672,-0.2601957157345899,1.36094615259737,0.8407641970155563,0.9059756362919128,4.0,3.0,4.0,3.0,387.3135330200195,1.008205510245907,-9.241057820568733,0.878414974208086,0.373556372606898,-10.119472794776819,-26.393127946065885,False,False,True,False
2021-05-25,242.41000366210935,243.9900054931641,228.0,230.0,11827800,389.6252746582031,0.49972425522475844,1.373037447949796,-0.22186480853228796,-0.7961750362664545,-6.765401141667833,7.594318854234938,-1.2958992914912129,-8.138438589617628,7.8161836627672265,230.052001953125,264.9910011291504,0.8681502427359903,17.110000610351534,17.110000610351534,-0.0,41.32887227666141,4.795992884283932,4.685599485000888,-0.1999669846135005,-0.1973178686685121,1.5008955655704368,0.9147857950993755,0.9075946406550445,2.0,2.0,2.0,2.0,387.3470718383789,1.005881554258334,1.4267797749411448,1.5293610101054345,0.17245625648623086,-0.10258123516428963,-19.90424312333744,False,False,False,False
2021-05-26,241.5200042724609,249.38999938964844,239.3699951171875,247.5,6602800,390.3985290527344,-0.07160401354566581,1.770753184326632,0.19846104573415665,-3.2543890656297867,-4.798779145269004,-0.36714631252965557,-3.182785052084121,-6.569532329595636,-0.5656073582638123,233.39600219726563,262.164501953125,0.8902654648454154,-0.8899993896484375,0.0,0.8899993896484375,45.26825353435194,4.7972798196961834,4.454378657310599,-0.14840796605566242,-0.18966611587239735,0.8178533517148439,0.9212536498005541,0.9084722460535716,2.0,2.0,2.0,2.0,387.42486572265625,1.0076754581163276,7.437722861975904,1.9982686912417336,0.40013040752509,5.43945417073417,-19.366741994764823,False,False,False,True
2021-05-27,247.08999633789065,247.2400054931641,240.32000732421875,245.2100067138672,5083300,390.6034240722656,0.7894498547693221,2.078661688579205,0.05248355316000003,-7.406209609041781,-9.126230679497507,2.306223901497694,-8.195659463811102,-11.204892368076711,2.253740348337694,236.13400268554688,259.78050231933594,0.9089750792585598,5.569992065429744,5.569992065429744,-0.0,44.79864068967035,4.851407905599543,4.217455482431987,-0.06793666296104295,-0.1617532125143505,0.6210351481728313,0.9511491206301332,0.8970292809765659,1.0,2.0,1.0,2.0,387.38899993896484,1.0082976649667574,5.865468208828628,0.9656159167833245,-0.18330632674709024,4.899852292045304,-15.992014924687957,False,False,False,True
2021-05-28,236.5399932861328,244.6300048828125,236.5399932861328,243.57000732421875,5091500,391.3022155761719,0.5118392012722318,2.10181707634834,0.17890050645766137,-2.151854435767005,4.2910329937294724,-4.269700598210751,-2.663693637039237,2.1892159173811323,-4.448601104668413,238.5720001220703,256.7255012512207,0.9292882824624963,-10.550003051757841,0.0,10.550003051757841,29.742992463804796,4.8938047821742945,4.338657161997779,-0.08449124218604942,-0.20528160984830623,0.617907234423677,0.9213731870550125,0.8844524778594998,2.0,3.0,2.0,3.0,387.5166305541992,1.0097688324151632,5.433468620897974,1.2291236792725035,0.656621198634344,4.204344941625471,-21.184782183464968,True,False,False,True
2021-06-01,238.92999267578125,244.7100067138672,238.1000061035156,238.50999450683597,3962700,390.95751953125,0.6218846831634571,2.24681396211475,-0.08808946926465219,-7.646586688036095,6.683966730946929,1.0103997030038605,-8.268471371199553,4.437152768832179,1.0984891722685126,241.297998046875,253.96150131225585,0.9501361300829193,2.3899993896484375,2.3899993896484375,-0.0,25.9695359820672,4.9148208614234115,4.222588213952098,-0.037504079162773096,-0.1878930029055026,0.47908716286509284,0.9408118610151357,0.8838210298487934,1.0,4.0,1.0,3.0,387.5851089477539,1.0087010839829522,6.049706808433664,0.11930635693593317,0.3515426658492915,5.93040045149773,-19.140842956399553,True,False,False,True
2021-06-02,240.47999572753903,243.8999938964844,238.7100067138672,242.8000030517578,3383800,391.57232666015625,0.31403529035288014,2.1722008235964,0.15725676018289433,-6.719888843323732,5.331007797731207,0.6487268653044652,-7.033924133676612,3.158806974134807,0.49147010512157085,240.91199645996093,251.95250091552734,0.9561802148601495,1.550003051757784,1.550003051757784,-0.0,31.324150746375366,4.847550373563793,4.051968153047598,0.006192450742841249,-0.14316257183172998,0.41492748149637776,0.9544656030549397,0.87126375215458,1.0,3.0,1.0,3.0,387.80449829101565,1.0097157933591403,-0.7961750362664555,0.49972425522475383,1.133254666510819,-1.2958992914912093,-15.449511849683816,True,False,False,False
2021-06-03,233.66000366210935,241.5,233.5,241.38999938964844,3091100,390.1189880371094,1.1557549666485938,3.120620547601545,-0.37115457965144216,-5.054351353889359,3.329623665737586,-2.835991428225347,-6.210106320537953,0.209003118136041,-2.464836848573905,239.33999633789062,249.98550109863282,0.9574155112438222,-6.8199920654296875,0.0,6.8199920654296875,34.8525669413779,4.8500062838944125,3.631707146027996,0.03941281356794124,-0.14410255068824418,0.3837023033185886,0.9346942228058172,0.8765921079958718,1.0,3.0,1.0,3.0,387.9451644897461,1.0056034299337702,-3.2543890656297925,-0.07160401354566748,0.7263833802738873,-3.182785052084125,-15.136638449098305,True,False,False,False
2021-06-04,228.7899932861328,233.3600006103516,227.5,229.9900054931641,3775100,393.6870422363281,0.404609585005415,2.967100781940813,0.9146066478772228,-2.1285874645299336,5.214392361841728,-2.084229350188212,-2.5331970495353486,2.2472915799009154,-2.9988359980654344,235.67999572753905,248.5870002746582,0.9480785216730622,-4.870010375976534,0.0,4.870010375976534,35.48861302024861,4.703182462478409,3.499038435277311,-0.019751502703107104,-0.10893447349929497,0.48227818346270396,0.9203618573511402,0.8822443419833146,2.0,3.0,2.0,3.0,388.1095901489258,1.0143708174932295,-7.406209609041781,0.7894498547693196,0.842347739263527,-8.1956594638111,-11.735795089193024,True,False,False,False
2021-06-07,231.4499969482422,232.55999755859372,226.5,229.9199981689453,2658300,393.3050537109375,0.7271594420157947,2.8793387865441944,-0.09702847297710131,3.305253513131018,1.7109556129105123,1.1626398619552738,2.578094071115223,-1.168383173633682,1.2596683349323752,234.66199645996093,246.97449951171876,0.9501466626064623,2.660003662109375,2.660003662109375,-0.0,41.11169306515771,4.660881964322796,3.2562635464511005,0.031646938495961674,-0.12229811818692493,0.34307860879126834,0.9371412733129562,0.8678403954091937,3.0,3.0,3.0,3.0,388.11285400390625,1.0133780668521197,-2.151854435767009,0.5118392012722239,0.016599821150320437,-2.663693637039233,-12.246411639842814,False,False,True,False
2021-06-08,220.66000366210935,229.3300018310547,217.3999938964844,227.16000366210935,6015800,393.3888244628906,0.5209856976788837,3.2209371738166634,0.021299180156147433,5.234298404818323,14.189249088628642,-4.661911180990745,4.713312707139439,10.968311914811979,-4.683210361146893,231.00799865722655,243.33499908447266,0.9493414409204373,-10.789993286132841,0.0,10.789993286132841,40.44791553748942,3.818226419812212,3.6216516477868286,-0.020594759550813357,-0.24804909019246524,0.7983035485613206,0.9068157252032134,0.8357027642270732,4.0,4.0,4.0,4.0,388.315007019043,1.013066240943912,-7.646586688036095,0.621884683163465,1.0384241142203043,-8.26847137119956,-25.843333133466828,True,False,True,False
2021-06-09,224.32000732421875,229.7899932861328,217.3999938964844,222.8000030517578,6865900,392.802001953125,0.10907181663193316,2.5328450752897758,-0.1491711185661761,1.6628011794542916,8.902454221593635,1.658662014577806,1.5537293628223585,6.369609146303858,1.807833133143982,227.7760009765625,239.4009994506836,0.9514413118541895,3.6600036621094034,3.6600036621094034,-0.0,49.71916928315275,3.732752763240105,2.5347535711641997,-0.07462561802154788,-0.2596699428243605,0.9146941371994578,0.9370053084111225,0.8073991686799514,3.0,4.0,3.0,4.0,388.66155700683595,1.0106530858831924,-6.719888843323729,0.3140352903528765,1.796196064589517,-7.033924133676606,-27.763190347025567,True,False,True,False
2021-06-10,221.8500061035156,229.7899932861328,221.47000122070312,226.22000122070312,3955300,394.6278076171875,-0.387126789204746,3.1479378035882926,0.4648157735918012,3.9711504693324144,14.437682171778555,-1.1011060717081562,4.358277258537161,11.289744368190263,-1.5659218452999575,225.41400146484375,236.31300048828126,0.9538789698369642,-2.4700012207031534,0.0,2.4700012207031534,42.720288826440594,3.544460322600721,2.5332794677430455,-0.08144252161719656,-0.21776376868920655,0.5386285147781373,0.9387972969964347,0.6188229288062193,3.0,4.0,4.0,4.0,389.50929565429686,1.0131409237725446,-5.054351353889364,1.1557549666485922,4.489272834668889,-6.210106320537956,-26.265649703589546,True,False,True,False
2021-06-11,223.9199981689453,225.7400054931641,221.9600067138672,223.5,2383500,395.2799377441406,-1.8930660126478736,3.346596376168275,0.1652519448365205,2.3981757596906976,10.606466681944536,0.933059278106963,4.291241772338571,7.259870305776261,0.7678073332704425,224.44000244140625,234.25400009155274,0.9581053145461298,2.069992065429716,2.069992065429716,-0.0,49.70282792744705,3.336497971069107,2.377631536117648,-0.09377149424236841,-0.1553376348037142,0.3453789713691193,0.9558854836264541,0.5742593004153411,3.0,4.0,4.0,4.0,390.16279754638674,1.013115397546701,-2.1285874645299296,0.404609585005411,3.419596887766718,-2.5331970495353406,-18.95336036813814,True,False,True,False
2021-06-14,239.1000061035156,239.75999450683597,229.75999450683597,231.2700042724609,6151700,396.1650085449219,-0.7108866555457425,2.764187748213135,0.2239098715286037,-6.900878117442002,1.7607659337555421,6.779210458512565,-6.18999146189626,-1.003421814457593,6.555300586983961,225.9700042724609,233.29050064086914,0.9686206838756906,15.180007934570284,15.180007934570284,-0.0,57.969509563355054,3.7089258879867697,3.117652288025576,0.010822748330283627,-0.07458292130605848,0.9291040324054426,1.0249024518644663,0.47669306909125075,1.0,3.0,1.0,3.0,390.5671081542969,1.014332749158215,3.3052535131310234,0.7271594420158012,2.083652143196524,2.5780940711152223,-9.541944273802372,False,False,False,True
2021-06-15,232.2100067138672,237.6699981689453,230.9600067138672,236.22999572753903,3007900,395.4383239746094,0.0033570713002585404,3.1066800856909813,-0.18342977159480756,-4.194481379592676,-0.9775652240767007,-2.8816391525583915,-4.1978384508929345,-4.084245309767682,-2.698209380963584,228.2800048828125,232.4890007019043,0.9818959356942286,-6.889999389648409,0.0,6.889999389648409,43.32111258072763,3.6628530874401437,3.2390142123955337,-0.028125334482526965,-0.06457459887438788,0.47517416786464667,0.9987999690858715,0.47413853879168255,2.0,3.0,2.0,2.0,390.98445587158204,1.0113914198790812,5.234298404818327,0.5209856976788885,2.156326645490725,4.713312707139439,-8.613786532929513,False,False,False,True
2021-06-16,228.0500030517578,234.67999267578125,226.27999877929688,231.3999938964844,2874800,393.2304382324219,0.4436425016734088,3.3314435939970704,-0.5583388377726549,-0.8945444058857785,-1.4996703017667208,-1.791483373597847,-1.3381869075591872,-4.831113895763791,-1.233144535825192,229.0260040283203,231.94150085449218,0.9874300337997688,-4.160003662109375,0.0,4.160003662109375,41.54213211431658,3.5918347282198897,3.2566380509441712,-0.05168826054814246,-0.04581588681272886,0.47273292349333645,0.9832220719948876,0.44549110160089395,2.0,3.0,2.0,2.0,391.45816497802736,1.0045273631078662,1.6628011794542985,0.10907181663193377,2.4688020008071687,1.5537293628223647,-7.050390682080055,False,False,False,True
